-8.63937979737193,2.9371208211936555
-8.62937979737193,2.394269709569609
-8.61937979737193,1.906154067730625
-8.60937979737193,1.4673114807160648
-8.599379797371931,1.0728754555599527
-8.589379797371931,0.7185046291968673
-8.579379797371931,0.4003210154290995
-8.569379797371932,0.11485605150995282
-8.559379797371932,-0.14099661346094916
-8.549379797371932,-0.37002249275552546
-8.539379797371932,-0.574722573505736
-8.529379797371933,-0.757344787110315
-8.519379797371933,-0.9199139470360649
-8.509379797371933,-1.0642535914956266
-8.499379797371933,-1.192009862173232
-8.489379797371933,-1.304670261896874
-8.479379797371934,-1.4035807222504997
-8.469379797371934,-1.4899607174784397
-8.459379797371934,-1.5649166627385664
-8.449379797371934,-1.6294538035403638
-8.439379797371934,-1.6844867763402993
-8.429379797371935,-1.7308489971192016
-8.419379797371935,-1.7693010147925332
-8.409379797371935,-1.8005379490472835
-8.399379797371935,-1.8251961172687874
-8.389379797371936,-1.843858942288546
-8.379379797371936,-1.857062221468129
-8.369379797371936,-1.865298827896274
-8.359379797371936,-1.869022906011553
-8.349379797371936,-1.8686536165970198
-8.339379797371937,-1.8645784796769003
-8.329379797371937,-1.8571563582498265
-8.319379797371937,-1.8467201209087123
-8.309379797371937,-1.8335790171289634
-8.299379797371937,-1.8180207952726923
-8.289379797371938,-1.80031359008639
-8.279379797371938,-1.78070760360229
-8.269379797371938,-1.7594366008363465
-8.259379797371938,-1.7367192394628992
-8.249379797371938,-1.7127602506978232
-8.239379797371939,-1.687751486903868
-8.229379797371939,-1.661872849913852
-8.21937979737194,-1.6352931127235513
-8.20937979737194,-1.6081706460133955
-8.19937979737194,-1.5806540598970993
-8.18937979737194,-1.5528827703484112
-8.17937979737194,-1.5249874989096175
-8.16937979737194,-1.4970907135239053
-8.15937979737194,-1.4693070176469938
-8.14937979737194,-1.4417434941715577
-8.13937979737194,-1.4145000101322394
-8.129379797371941,-1.3876694876423759
-8.119379797371941,-1.3613381460389145
-8.109379797371941,-1.3355857197745407
-8.099379797371942,-1.3104856561903508
-8.089379797371942,-1.286105296924946
-8.079379797371942,-1.2625060463627875
-8.069379797371942,-1.2397435301933164
-8.059379797371943,-1.2178677468401076
-8.049379797371943,-1.1969232142243578
-8.039379797371943,-1.1769491140473962
-8.029379797371943,-1.1579794355114494
-8.019379797371943,-1.1400431201455363
-8.009379797371944,-1.1231642091631187
-7.999379797371944,-1.1073619945495328
-7.989379797371944,-1.092651174859761
-7.979379797371944,-1.0790420165004373
-7.9693797973719445,-1.066540521074057
-7.959379797371945,-1.0551485991779999
-7.949379797371945,-1.0448642366222938
-7.939379797371945,-1.035681741285403
-7.929379797371945,-1.0275918431491478
-7.9193797973719455,-1.0205819601778305
-7.909379797371946,-1.0146363872724777
-7.899379797371946,-1.00973650802991
-7.889379797371946,-1.0058610114329112
-7.879379797371946,-1.0029861127804751
-7.869379797371947,-1.0010857780847355
-7.859379797371947,-1.0001319510912714
-7.849379797371947,-1.0000947820221442
-7.839379797371947,-1.0009428570962977
-7.8293797973719474,-1.0026434278498375
-7.819379797371948,-1.0051626392590973
-7.809379797371948,-1.0084657556620076
-7.799379797371948,-1.0125173834780152
-7.789379797371948,-1.0172816897430808
-7.7793797973719485,-1.0227226155037115
-7.769379797371949,-1.0288040831520284
-7.759379797371949,-1.035490196831766
-7.749379797371949,-1.0427454351021115
-7.739379797371949,-1.0505348351115928
-7.72937979737195,-1.0588241676068395
-7.71937979737195,-1.0675801021799722
-7.70937979737195,-1.0767703622425704
-7.69937979737195,-1.0863638693025601
-7.68937979737195,-1.0963308762117059
-7.679379797371951,-1.1066430891446843
-7.669379797371951,-1.1172737781646993
-7.659379797371951,-1.1281978763242018
-7.649379797371951,-1.1393920673413833
-7.6393797973719515,-1.1508348619826962
-7.629379797371952,-1.1625066633677175
-7.619379797371952,-1.1743898214943123
-7.609379797371952,-1.186468677358462
-7.599379797371952,-1.1987295971135743
-7.589379797371953,-1.2111609967779613
-7.579379797371953,-1.223753358055972
-7.569379797371953,-1.236499235887577
-7.559379797371953,-1.2493932583827774
-7.549379797371953,-1.2624321198308444
-7.539379797371954,-1.2756145675000816
-7.529379797371954,-1.288941382961511
-7.519379797371954,-1.302415358679852
-7.509379797371954,-1.316041270617525
-7.4993797973719545,-1.3298258475925726
-7.489379797371955,-1.3437777381196034
-7.479379797371955,-1.3579074754447165
-7.469379797371955,-1.3722274414611457
-7.459379797371955,-1.3867518301627417
-7.4493797973719555,-1.401496611257766
-7.439379797371956,-1.4164794945264179
-7.429379797371956,-1.431719895462503
-7.419379797371956,-1.4472388860045518
